Name,Sex,Year,Occurrences
Aadil,M,1994,11
Aadil,M,1995,14
Aadil,M,1999,12
Aailyah,F,1997,10
Aaisha,F,1985,12
Aaisha,F,1988,10
Aakash,M,1986,11
Aakash,M,1987,11
Aakash,M,1989,16
Aakash,M,1990,15
Aakash,M,1991,13
Aakash,M,1992,44
Aakash,M,1993,34
Aakash,M,1994,37
Aakash,M,1995,33
Aakash,M,1996,29
Aakash,M,1997,34
Aakash,M,1998,29
Aakash,M,1999,24
Aakilah,F,1999,11
Aalayah,F,1994,13
Aalayah,F,1997,16
Aalayah,F,1998,14
Aaleyah,F,1994,18
Aaleyah,F,1996,11
Aaleyah,F,1997,18
Aaleyah,F,1998,14
Aaliah,F,1994,15
Aaliah,F,1995,12
Aaliah,F,1997,18
Aaliah,F,1998,16
Aaliah,F,1999,17
Aaliya,F,1994,21
Aaliya,F,1995,19
Aaliya,F,1996,10
Aaliya,F,1997,27
Aaliya,F,1998,21
Aaliya,F,1999,15
Aaliyah,F,1976,18
Aaliyah,F,1977,40
Aaliyah,F,1978,46
Aaliyah,F,1979,38
Aaliyah,F,1980,39
Aaliyah,F,1981,28
Aaliyah,F,1982,28
Aaliyah,F,1983,20
Aaliyah,F,1984,21
Aaliyah,F,1985,10
Aaliyah,F,1986,18
Aaliyah,F,1987,14
Aaliyah,F,1988,17
Aaliyah,F,1989,14
Aaliyah,F,1990,12
Aaliyah,F,1991,15
Aaliyah,F,1992,25
Aaliyah,F,1993,22
Aaliyah,F,1994,1451
Aaliyah,F,1995,1255
Aaliyah,F,1996,831
Aaliyah,F,1997,1738
Aaliyah,F,1998,1399
Aaliyah,F,1999,1088
Aaliyha,F,1994,15
Aaliyha,F,1995,14
Aaliyha,F,1997,24
Aaliyha,F,1998,19
Aalliyah,F,1997,11
Aalyah,F,1994,10
Aalyah,F,1995,13
Aalyah,F,1996,13
Aalyah,F,1997,21
Aalyah,F,1998,14
Aalyah,F,1999,12
Aalyiah,F,1994,12
Aalyiah,F,1995,14
Aalyiah,F,1996,12
Aalyiah,F,1997,22
Aalyiah,F,1998,17
Aalyiah,F,1999,12
Aamina,F,1994,10
Aamir,M,1981,11
Aamir,M,1985,15
Aamir,M,1986,10
Aamir,M,1988,13
Aamir,M,1989,16
Aamir,M,1990,16
Aamir,M,1991,26
Aamir,M,1992,33
Aamir,M,1993,24
Aamir,M,1994,20
Aamir,M,1995,27
Aamir,M,1996,28
Aamir,M,1997,31
Aamir,M,1998,25
Aamir,M,1999,24
Aamna,F,1999,11
Aaran,M,1999,11
Aaren,F,1979,11
Aaren,M,1979,13
Aaren,F,1980,14
Aaren,M,1985,16
Aaren,F,1986,11
Aaren,F,1987,18
Aaren,M,1987,14
Aaren,F,1988,12
Aaren,F,1989,10
Aaren,M,1989,11
Aaren,F,1990,23
Aaren,F,1991,14
Aaren,M,1991,18
Aaren,F,1992,21
Aaren,M,1992,17
Aaren,F,1993,10
Aaren,M,1993,24
Aaren,F,1994,23
Aaren,M,1994,19
Aaren,F,1995,11
Aaren,M,1995,23
Aaren,F,1996,14
Aaren,M,1996,26
Aaren,M,1997,26
Aaren,M,1998,34
Aaren,M,1999,21
Aariana,F,1997,12
Aariana,F,1999,11
Aaric,M,1992,10
Aaric,M,1993,10
Aaric,M,1995,10
Aaric,M,1998,11
Aaric,M,1999,18
Aarica,F,1986,11
Aarica,F,1991,12
Aariel,F,1991,14
Aariel,F,1994,12
Aariel,F,1996,10
Aarika,F,1979,41
Aarika,F,1980,16
Aarika,F,1982,24
Aarika,F,1983,23
Aarika,F,1984,23
Aarika,F,1985,28
Aarika,F,1986,34
Aarika,F,1987,40
Aarika,F,1988,40
Aarika,F,1989,36
Aarika,F,1990,53
Aarika,F,1991,43
Aarika,F,1992,44
Aarika,F,1993,30
Aarika,F,1994,28
Aarika,F,1995,21
Aarika,F,1996,15
Aarika,F,1997,14
Aarin,F,1976,13
Aarin,F,1979,16
Aarin,F,1980,13
Aarin,F,1990,10
Aarin,M,1990,13
Aarin,F,1991,10
Aarin,M,1991,12
Aarin,F,1992,10
Aarin,M,1992,19
Aarin,M,1993,12
Aarin,F,1995,11
Aarin,M,1995,12
Aarin,F,1996,11
Aarin,M,1996,16
Aarin,F,1997,10
Aarin,M,1997,16
Aarin,M,1998,12
Aarin,M,1999,13
Aarion,M,1989,13
Aarion,M,1990,11
Aarion,F,1991,10
Aarion,M,1991,10
Aarion,M,1992,10
Aarion,M,1993,12
Aarion,M,1994,10
Aarion,M,1995,14
Aarion,M,1997,13
Aarion,F,1998,10
Aarion,M,1998,25
Aarion,M,1999,11
Aariona,F,1997,10
Aariona,F,1998,11
Aaron,M,1900,103
Aaron,M,1901,80
Aaron,M,1902,78
Aaron,M,1903,93
Aaron,M,1904,117
Aaron,M,1905,96
Aaron,M,1906,96
Aaron,M,1907,130
Aaron,M,1908,114
Aaron,M,1909,142
Aaron,M,1910,145
Aaron,M,1911,187
Aaron,M,1912,303
Aaron,M,1913,417
Aaron,M,1914,485
Aaron,M,1915,553
Aaron,M,1916,583
Aaron,M,1917,596
Aaron,M,1918,656
Aaron,M,1919,645
Aaron,M,1920,668
Aaron,M,1921,697
Aaron,M,1922,699
Aaron,M,1923,618
Aaron,M,1924,682
Aaron,F,1925,11
Aaron,M,1925,646
Aaron,M,1926,592
Aaron,M,1927,546
Aaron,M,1928,560
Aaron,M,1929,469
Aaron,M,1930,500
Aaron,M,1931,457
Aaron,M,1932,514
Aaron,M,1933,463
Aaron,M,1934,477
Aaron,M,1935,460
Aaron,M,1936,443
Aaron,M,1937,465
Aaron,M,1938,477
Aaron,M,1939,471
Aaron,M,1940,513
Aaron,M,1941,563
Aaron,M,1942,568
Aaron,M,1943,550
Aaron,M,1944,507
Aaron,M,1945,485
Aaron,M,1946,577
Aaron,M,1947,681
Aaron,M,1948,702
Aaron,M,1949,796
Aaron,M,1950,798
Aaron,F,1951,11
Aaron,M,1951,868
Aaron,M,1952,936
Aaron,M,1953,898
Aaron,M,1954,975
Aaron,F,1955,11
Aaron,M,1955,1096
Aaron,F,1956,14
Aaron,M,1956,1277
Aaron,F,1957,11
Aaron,M,1957,1341
Aaron,M,1958,1405
Aaron,F,1959,13
Aaron,M,1959,1542
Aaron,F,1960,20
Aaron,M,1960,1774
Aaron,F,1961,10
Aaron,M,1961,1882
Aaron,F,1962,12
Aaron,M,1962,2019
Aaron,F,1963,12
Aaron,M,1963,2078
Aaron,F,1964,29
Aaron,M,1964,2381
Aaron,F,1965,29
Aaron,M,1965,2416
Aaron,F,1966,19
Aaron,M,1966,2599
Aaron,F,1967,19
Aaron,M,1967,2911
Aaron,F,1968,23
Aaron,M,1968,3427
Aaron,F,1969,43
Aaron,M,1969,4604
Aaron,F,1970,70
Aaron,M,1970,6585
Aaron,F,1971,68
Aaron,M,1971,8409
Aaron,F,1972,59
Aaron,M,1972,7864
Aaron,F,1973,74
Aaron,M,1973,9244
Aaron,F,1974,89
Aaron,M,1974,10514
Aaron,F,1975,122
Aaron,M,1975,10548
Aaron,F,1976,153
Aaron,M,1976,11350
Aaron,F,1977,146
Aaron,M,1977,11634
Aaron,F,1978,155
Aaron,M,1978,12316
Aaron,F,1979,144
Aaron,M,1979,13075
Aaron,F,1980,173
Aaron,M,1980,13172
Aaron,F,1981,153
Aaron,M,1981,14689
Aaron,F,1982,152
Aaron,M,1982,14411
Aaron,F,1983,172
Aaron,M,1983,14457
Aaron,F,1984,135
Aaron,M,1984,13401
Aaron,F,1985,138
Aaron,M,1985,13134
Aaron,F,1986,135
Aaron,M,1986,12690
Aaron,F,1987,143
Aaron,M,1987,12678
Aaron,F,1988,131
Aaron,M,1988,14397
Aaron,F,1989,99
Aaron,M,1989,15314
Aaron,F,1990,84
Aaron,M,1990,14550
Aaron,F,1991,101
Aaron,M,1991,14240
Aaron,F,1992,91
Aaron,M,1992,14506
Aaron,F,1993,108
Aaron,M,1993,13825
Aaron,F,1994,105
Aaron,M,1994,14380
Aaron,F,1995,85
Aaron,M,1995,13286
Aaron,F,1996,80
Aaron,M,1996,11969
Aaron,F,1997,68
Aaron,M,1997,11166
Aaron,F,1998,59
Aaron,M,1998,10544
Aaron,F,1999,50
Aaron,M,1999,9852
Aaronmichael,M,1992,19
Aaronmichael,M,1996,10
Aarron,M,1969,14
Aarron,M,1970,11
Aarron,M,1971,13
Aarron,M,1972,15
Aarron,M,1973,17
Aarron,M,1974,25
Aarron,M,1975,22
Aarron,M,1976,19
Aarron,M,1977,21
Aarron,M,1978,24
Aarron,M,1979,16
Aarron,M,1980,19
Aarron,M,1981,16
Aarron,M,1982,25
Aarron,M,1983,25
Aarron,M,1984,34
Aarron,M,1985,30
Aarron,M,1986,33
Aarron,M,1987,37
Aarron,M,1988,40
Aarron,M,1989,46
Aarron,M,1990,48
Aarron,M,1991,43
Aarron,M,1992,54
Aarron,M,1993,51
Aarron,M,1994,53
Aarron,M,1995,39
Aarron,M,1996,43
Aarron,M,1997,35
Aarron,M,1998,32
Aarron,M,1999,30
Aarti,F,1978,13
Aarti,F,1979,14
Aarti,F,1980,15
Aarti,F,1981,19
Aarti,F,1982,22
Aarti,F,1983,16
Aarti,F,1984,20
Aarti,F,1991,10
Aarti,F,1992,14
Aarti,F,1993,13
Aarti,F,1994,13
Aarti,F,1996,10
Aarti,F,1997,12
Aarti,F,1998,12
Aarti,F,1999,17
Aaryanna,F,1999,15
Aaryn,F,1974,12
Aaryn,F,1977,10
Aaryn,F,1978,10
Aaryn,F,1979,13
Aaryn,F,1980,22
Aaryn,F,1981,15
Aaryn,F,1982,11
Aaryn,F,1983,14
Aaryn,F,1984,14
Aaryn,F,1985,11
Aaryn,F,1986,15
Aaryn,F,1987,23
Aaryn,F,1988,13
Aaryn,M,1988,11
Aaryn,F,1989,13
Aaryn,F,1990,27
Aaryn,M,1990,13
Aaryn,M,1991,11
Aaryn,F,1992,13
Aaryn,M,1992,12
Aaryn,F,1993,19
Aaryn,M,1993,14
Aaryn,F,1994,27
Aaryn,M,1994,15
Aaryn,F,1995,34
Aaryn,M,1995,18
Aaryn,F,1996,19
Aaryn,M,1996,21
Aaryn,F,1997,26
Aaryn,M,1997,15
Aaryn,F,1998,31
Aaryn,M,1998,23
Aaryn,F,1999,20
Aaryn,M,1999,18
Aasha,F,1986,20
Aasha,F,1989,11
Aasha,F,1998,10
Aasha,F,1999,11
Aashna,F,1997,11
Aashna,F,1998,12
Aashna,F,1999,12
Aasim,M,1992,12
Aasin,M,1993,10
Aayush,M,1997,12
Aayush,M,1998,10
Aayush,M,1999,13
Abagael,F,1994,16
Abagael,F,1995,14
Abagael,F,1998,10
Abagael,F,1999,17
Abagail,F,1974,10
Abagail,F,1976,15
Abagail,F,1979,12
Abagail,F,1980,17
Abagail,F,1981,25
Abagail,F,1982,21
Abagail,F,1983,25
Abagail,F,1984,24
Abagail,F,1985,22
Abagail,F,1986,23
Abagail,F,1987,14
Abagail,F,1988,30
Abagail,F,1989,36
Abagail,F,1990,51
Abagail,F,1991,59
Abagail,F,1992,40
Abagail,F,1993,90
Abagail,F,1994,132
Abagail,F,1995,154
Abagail,F,1996,139
Abagail,F,1997,181
Abagail,F,1998,183
Abagail,F,1999,211
Abagale,F,1996,10
Abagale,F,1997,12
Abagale,F,1998,15
Abagale,F,1999,17
Abagayle,F,1996,12
Abagayle,F,1997,11
Abagayle,F,1998,13
Abagayle,F,1999,31
Abaigeal,F,1995,13
Abaigeal,F,1996,10
Abaigeal,F,1997,13
Abaigeal,F,1998,22
Abaigeal,F,1999,14
Abayomi,M,1977,18
Abayomi,M,1992,12
Abb,M,1926,11
Abbagail,F,1993,10
Abbagail,F,1994,18
Abbagail,F,1995,26
Abbagail,F,1996,17
Abbagail,F,1997,31
Abbagail,F,1998,33
Abbagail,F,1999,31
Abbas,M,1979,13
Abbas,M,1982,11
Abbas,M,1983,10
Abbas,M,1985,12
Abbas,M,1986,11
Abbas,M,1987,12
Abbas,M,1988,20
Abbas,M,1989,11
Abbas,M,1990,16
Abbas,M,1991,17
Abbas,M,1992,11
Abbas,M,1993,12
Abbas,M,1994,17
Abbas,M,1995,22
Abbas,M,1996,12
Abbas,M,1997,28
Abbas,M,1998,29
Abbas,M,1999,31
Abbe,F,1950,10
Abbe,F,1951,20
Abbe,F,1952,37
Abbe,F,1953,28
Abbe,F,1954,32
Abbe,F,1955,47
Abbe,F,1956,40
Abbe,F,1957,77
Abbe,F,1958,78
Abbe,F,1959,48
Abbe,F,1960,46
Abbe,F,1961,28
Abbe,F,1962,38
Abbe,F,1963,22
Abbe,F,1964,37
Abbe,F,1965,30
Abbe,F,1966,22
Abbe,F,1967,26
Abbe,F,1968,22
Abbe,F,1969,21
Abbe,F,1970,20
Abbe,F,1971,21
Abbe,F,1972,14
Abbe,F,1973,20
Abbe,F,1974,12
Abbe,F,1975,16
Abbe,F,1976,10
Abbe,F,1977,19
Abbe,F,1978,24
Abbe,F,1979,29
Abbe,F,1980,37
Abbe,F,1981,26
Abbe,F,1982,14
Abbe,F,1983,23
Abbe,F,1984,15
Abbe,F,1985,21
Abbe,F,1986,19
Abbe,F,1987,19
Abbe,F,1988,11
Abbe,F,1989,14
Abbe,F,1990,20
Abbe,F,1991,14
Abbe,F,1992,11
Abbe,F,1993,14
Abbe,F,1994,10
Abbe,F,1995,10
Abbe,F,1996,11
Abbe,F,1997,12
Abbe,F,1999,13
Abbee,F,1997,10
Abbegail,F,1996,14
Abbegail,F,1997,11
Abbegail,F,1998,17
Abbegail,F,1999,17
Abbey,F,1951,16
Abbey,F,1952,15
Abbey,F,1953,11
Abbey,F,1954,12
Abbey,F,1955,24
Abbey,F,1956,11
Abbey,F,1957,22
Abbey,F,1958,18
Abbey,F,1959,22
Abbey,F,1960,20
Abbey,F,1961,20
Abbey,F,1962,17
Abbey,F,1963,14
Abbey,F,1964,14
Abbey,F,1965,19
Abbey,F,1966,19
Abbey,F,1967,18
Abbey,F,1968,16
Abbey,F,1969,31
Abbey,F,1970,34
Abbey,F,1971,46
Abbey,F,1972,33
Abbey,F,1973,56
Abbey,F,1974,62
Abbey,F,1975,60
Abbey,F,1976,57
Abbey,F,1977,81
Abbey,F,1978,176
Abbey,F,1979,255
Abbey,F,1980,274
Abbey,F,1981,383
Abbey,F,1982,370
Abbey,F,1983,420
Abbey,F,1984,357
Abbey,F,1985,314
Abbey,F,1986,370
Abbey,F,1987,327
Abbey,F,1988,404
Abbey,F,1989,470
Abbey,F,1990,507
Abbey,F,1991,451
Abbey,F,1992,430
Abbey,F,1993,503
Abbey,F,1994,597
Abbey,F,1995,549
Abbey,F,1996,552
Abbey,F,1997,645
Abbey,F,1998,661
Abbey,F,1999,710
Abbi,F,1957,11
Abbi,F,1973,10
Abbi,F,1975,12
Abbi,F,1977,14
Abbi,F,1978,21
Abbi,F,1979,33
Abbi,F,1980,44
Abbi,F,1981,44
Abbi,F,1982,45
Abbi,F,1983,43
Abbi,F,1984,46
Abbi,F,1985,36
Abbi,F,1986,37
Abbi,F,1987,40
Abbi,F,1988,42
Abbi,F,1989,33
Abbi,F,1990,54
Abbi,F,1991,50
Abbi,F,1992,39
Abbi,F,1993,34
Abbi,F,1994,44
Abbi,F,1995,55
Abbi,F,1996,50
Abbi,F,1997,47
Abbi,F,1998,55
Abbi,F,1999,74
Abbie,F,1900,112
Abbie,F,1901,87
Abbie,F,1902,91
Abbie,F,1903,91
Abbie,F,1904,80
Abbie,F,1905,73
Abbie,F,1906,72
Abbie,F,1907,79
Abbie,F,1908,84
Abbie,F,1909,57
Abbie,F,1910,79
Abbie,F,1911,77
Abbie,F,1912,90
Abbie,F,1913,121
Abbie,F,1914,99
Abbie,M,1914,10
Abbie,F,1915,124
Abbie,M,1915,11
Abbie,F,1916,146
Abbie,M,1916,12
Abbie,F,1917,136
Abbie,F,1918,120
Abbie,F,1919,147
Abbie,F,1920,98
Abbie,M,1920,11
Abbie,F,1921,133
Abbie,M,1921,10
Abbie,F,1922,143
Abbie,F,1923,129
Abbie,M,1923,11
Abbie,F,1924,96
Abbie,F,1925,128
Abbie,F,1926,105
Abbie,F,1927,103
Abbie,F,1928,92
Abbie,M,1928,13
Abbie,F,1929,78
Abbie,F,1930,77
Abbie,M,1930,16
Abbie,F,1931,71
Abbie,F,1932,57
Abbie,F,1933,64
Abbie,F,1934,60
Abbie,F,1935,60
Abbie,M,1935,11
Abbie,F,1936,45
Abbie,F,1937,52
Abbie,M,1937,13
Abbie,F,1938,57
Abbie,F,1939,69
Abbie,F,1940,57
Abbie,F,1941,50
Abbie,F,1942,65
Abbie,F,1943,56
Abbie,F,1944,49
Abbie,F,1945,44
Abbie,F,1946,50
Abbie,F,1947,47
Abbie,F,1948,50
Abbie,F,1949,40
Abbie,F,1950,68
Abbie,F,1951,57
Abbie,F,1952,75
Abbie,F,1953,71
Abbie,M,1953,10
Abbie,F,1954,71
Abbie,F,1955,95
Abbie,F,1956,93
Abbie,F,1957,120
Abbie,F,1958,140
Abbie,F,1959,104
Abbie,F,1960,94
Abbie,F,1961,92
Abbie,F,1962,84
Abbie,F,1963,95
Abbie,F,1964,101
Abbie,F,1965,69
Abbie,F,1966,69
Abbie,F,1967,57
Abbie,F,1968,54
Abbie,F,1969,54
Abbie,F,1970,58
Abbie,F,1971,72
Abbie,F,1972,57
Abbie,F,1973,78
Abbie,F,1974,75
Abbie,F,1975,70
Abbie,F,1976,93
Abbie,F,1977,59
Abbie,F,1978,176
Abbie,F,1979,238
Abbie,F,1980,231
Abbie,F,1981,292
Abbie,F,1982,275
Abbie,F,1983,223
Abbie,F,1984,249
Abbie,F,1985,233
Abbie,F,1986,228
Abbie,F,1987,228
Abbie,F,1988,226
Abbie,F,1989,265
Abbie,F,1990,313
Abbie,F,1991,276
Abbie,F,1992,260
Abbie,F,1993,292
Abbie,F,1994,351
Abbie,F,1995,351
Abbie,F,1996,349
Abbie,F,1997,386
Abbie,F,1998,398
Abbie,F,1999,430
Abbiegail,F,1999,12
Abbigael,F,1999,13
Abbigail,F,1975,10
Abbigail,F,1977,10
Abbigail,F,1978,22
Abbigail,F,1979,24
Abbigail,F,1980,30
Abbigail,F,1981,34
Abbigail,F,1982,27
Abbigail,F,1983,31
Abbigail,F,1984,31
Abbigail,F,1985,36
Abbigail,F,1986,41
Abbigail,F,1987,37
Abbigail,F,1988,63
Abbigail,F,1989,55
Abbigail,F,1990,86
Abbigail,F,1991,72
Abbigail,F,1992,75
Abbigail,F,1993,111
Abbigail,F,1994,161
Abbigail,F,1995,232
Abbigail,F,1996,278
Abbigail,F,1997,310
Abbigail,F,1998,392
Abbigail,F,1999,395
Abbigal,F,1999,10
Abbigale,F,1984,12
Abbigale,F,1985,10
Abbigale,F,1989,14
Abbigale,F,1990,14
Abbigale,F,1992,11
Abbigale,F,1993,29
Abbigale,F,1994,45
Abbigale,F,1995,35
Abbigale,F,1996,61
Abbigale,F,1997,60
Abbigale,F,1998,63
Abbigale,F,1999,88
Abbigayle,F,1990,10
Abbigayle,F,1993,15
Abbigayle,F,1994,13
Abbigayle,F,1995,33
Abbigayle,F,1996,24
Abbigayle,F,1997,45
Abbigayle,F,1998,62
Abbigayle,F,1999,75
Abbott,M,1914,13
Abbott,M,1915,18
Abbott,M,1916,16
Abbott,M,1917,12
Abbott,M,1918,21
Abbott,M,1920,22
Abbott,M,1921,18
Abbott,M,1922,12
Abbott,M,1923,16
Abbott,M,1924,10
Abbott,M,1926,12
Abbott,M,1927,14
Abbott,M,1931,10
Abbott,M,1932,10
Abbott,M,1933,10
Abbott,M,1934,10
Abbott,M,1942,13
Abbott,M,1945,10
Abbott,M,1947,10
Abbott,M,1954,11
Abbra,F,1982,12
Abbra,F,1983,10
Abby,F,1903,10
Abby,F,1911,13
Abby,F,1913,11
Abby,F,1914,11
Abby,F,1915,11
Abby,F,1916,16
Abby,F,1917,11
Abby,F,1919,17
Abby,F,1920,15
Abby,F,1921,11
Abby,F,1922,13
Abby,F,1923,15
Abby,F,1924,15
Abby,F,1925,26
Abby,F,1926,24
Abby,F,1927,18
Abby,F,1928,29
Abby,F,1929,11
Abby,F,1930,16
Abby,F,1931,19
Abby,F,1932,21
Abby,F,1933,15
Abby,F,1934,15
Abby,F,1935,26
Abby,F,1936,18
Abby,F,1937,25
Abby,F,1938,21
Abby,F,1939,24
Abby,F,1940,37
Abby,F,1941,32
Abby,F,1942,46
Abby,F,1943,52
Abby,F,1944,32
Abby,F,1945,34
Abby,F,1946,42
Abby,F,1947,46
Abby,F,1948,65
Abby,F,1949,58
Abby,F,1950,70
Abby,F,1951,81
Abby,F,1952,94
Abby,F,1953,85
Abby,F,1954,108
Abby,F,1955,108
Abby,F,1956,117
Abby,F,1957,168
Abby,F,1958,154
Abby,F,1959,177
Abby,F,1960,241
Abby,F,1961,236
Abby,F,1962,286
Abby,F,1963,236
Abby,F,1964,217
Abby,F,1965,222
Abby,F,1966,187
Abby,F,1967,161
Abby,F,1968,134
Abby,F,1969,148
Abby,F,1970,171
Abby,F,1971,204
Abby,F,1972,168
Abby,F,1973,191
Abby,F,1974,220
Abby,F,1975,241
Abby,F,1976,256
Abby,F,1977,279
Abby,F,1978,619
Abby,F,1979,792
Abby,F,1980,930
Abby,F,1981,1211
Abby,F,1982,1299
Abby,F,1983,1310
Abby,F,1984,1263
Abby,F,1985,1208
Abby,F,1986,1119
Abby,F,1987,1051
Abby,F,1988,1221
Abby,F,1989,1275
Abby,F,1990,1293
Abby,F,1991,1171
Abby,F,1992,1082
Abby,F,1993,1176
Abby,F,1994,1372
Abby,F,1995,1378
Abby,F,1996,1417
Abby,F,1997,1564
Abby,F,1998,1607
Abby,F,1999,1809
Abbye,F,1995,14
Abbye,F,1996,11
Abbygail,F,1989,11
Abbygail,F,1991,13
Abbygail,F,1993,18
Abbygail,F,1994,34
Abbygail,F,1995,38
Abbygail,F,1996,40
Abbygail,F,1997,59
Abbygail,F,1998,73
Abbygail,F,1999,81
Abbygale,F,1995,19
Abbygale,F,1997,12
Abbygale,F,1998,16
Abbygale,F,1999,28
Abbygayle,F,1997,14
Abbygayle,F,1998,23
Abbygayle,F,1999,17
Abcde,F,1999,13
Abdallah,M,1982,12
Abdallah,M,1985,11
Abdallah,M,1986,16
Abdallah,M,1987,10
Abdallah,M,1988,13
Abdallah,M,1990,18
Abdallah,M,1991,15
Abdallah,M,1992,22
Abdallah,M,1993,19
Abdallah,M,1994,19
Abdallah,M,1995,29
Abdallah,M,1996,32
Abdallah,M,1997,33
Abdallah,M,1998,39
Abdallah,M,1999,37
Abdel,M,1979,11
Abdel,M,1982,10
Abdel,M,1988,16
Abdel,M,1990,18
Abdel,M,1991,13
Abdel,M,1992,12
Abdel,M,1993,10
Abdel,M,1997,17
Abdel,M,1998,16
Abdel,M,1999,12
Abdelrahman,M,1994,18
Abdelrahman,M,1995,14
Abdelrahman,M,1996,16
Abdelrahman,M,1997,10
Abdelrahman,M,1998,16
Abdelrahman,M,1999,19
Abdias,M,1992,11
Abdias,M,1994,15
Abdias,M,1997,16
Abdias,M,1998,13
Abdias,M,1999,19
Abdiel,M,1976,12
Abdiel,M,1983,18
Abdiel,M,1985,23
Abdiel,M,1986,18
Abdiel,M,1987,15
Abdiel,M,1988,14
Abdiel,M,1989,26
Abdiel,M,1990,24
Abdiel,M,1991,28
Abdiel,M,1992,38
Abdiel,M,1993,27
Abdiel,M,1994,30
Abdiel,M,1995,28
Abdiel,M,1996,54
Abdiel,M,1997,46
Abdiel,M,1998,56
Abdiel,M,1999,48
Abdirahman,M,1994,11
Abdirahman,M,1995,11
Abdirahman,M,1996,14
Abdirahman,M,1997,21
Abdirahman,M,1998,22
Abdirahman,M,1999,26
Abdon,M,1975,13
Abdon,M,1983,13
Abdon,M,1989,11
Abdon,M,1991,10
Abdon,M,1995,11
Abdon,M,1996,11
Abdon,M,1999,10
Abdoul,M,1997,12
Abdoul,M,1998,10
Abdoul,M,1999,16
Abdoulaye,M,1995,10
Abdoulaye,M,1996,12
Abdoulaye,M,1997,11
Abdoulaye,M,1998,11
Abdoulaye,M,1999,20
Abdu,M,1974,10
Abdul,M,1945,10
Abdul,M,1947,15
Abdul,M,1948,12
Abdul,M,1949,12
Abdul,M,1951,11
Abdul,M,1960,11
Abdul,M,1961,10
Abdul,M,1962,11
Abdul,M,1963,12
Abdul,M,1965,21
Abdul,M,1966,11
Abdul,M,1967,20
Abdul,M,1968,26
Abdul,M,1969,35
Abdul,M,1970,43
Abdul,M,1971,49
Abdul,M,1972,98
Abdul,M,1973,85
Abdul,M,1974,81
Abdul,M,1975,157
Abdul,M,1976,157
Abdul,M,1977,147
Abdul,M,1978,106
Abdul,M,1979,128
Abdul,M,1980,105
Abdul,M,1981,95
Abdul,M,1982,91
Abdul,M,1983,103
Abdul,M,1984,79
Abdul,M,1985,60
Abdul,M,1986,61
Abdul,M,1987,64
Abdul,M,1988,67
Abdul,M,1989,93
Abdul,M,1990,122
Abdul,M,1991,125
Abdul,M,1992,122
Abdul,M,1993,107
Abdul,M,1994,125
Abdul,M,1995,126
Abdul,M,1996,136
Abdul,M,1997,154
Abdul,M,1998,141
Abdul,M,1999,140
Abdulaziz,M,1982,12
Abdulaziz,M,1983,12
Abdulaziz,M,1985,12
Abdulaziz,M,1987,12
Abdulaziz,M,1988,11
Abdulaziz,M,1989,11
Abdulaziz,M,1990,13
Abdulaziz,M,1991,14
Abdulaziz,M,1992,12
Abdulaziz,M,1993,14
Abdulaziz,M,1994,24
Abdulaziz,M,1995,26
Abdulaziz,M,1996,22
Abdulaziz,M,1997,33
Abdulaziz,M,1998,30
Abdulaziz,M,1999,26
Abdulkareem,M,1995,10
Abdulkareem,M,1999,10
Abdulla,M,1978,10
Abdulla,M,1987,13
Abdulla,M,1989,11
Abdulla,M,1991,11
Abdulla,M,1993,13
Abdulla,M,1994,11
Abdulla,M,1995,13
Abdulla,M,1996,13
Abdulla,M,1997,17
Abdulla,M,1998,20
Abdulla,M,1999,18
Abdullah,M,1966,10
Abdullah,M,1968,12
Abdullah,M,1970,14
Abdullah,M,1971,12
Abdullah,M,1972,19
Abdullah,M,1973,11
Abdullah,M,1974,27
Abdullah,M,1975,31
Abdullah,M,1976,38
Abdullah,M,1977,43
Abdullah,M,1978,46
Abdullah,M,1979,45
Abdullah,M,1980,48
Abdullah,M,1981,54
Abdullah,M,1982,56
Abdullah,M,1983,58
Abdullah,M,1984,43
Abdullah,M,1985,45
Abdullah,M,1986,55
Abdullah,M,1987,45
Abdullah,M,1988,46
Abdullah,M,1989,60
Abdullah,M,1990,73
Abdullah,M,1991,79
Abdullah,M,1992,70
Abdullah,M,1993,104
Abdullah,M,1994,94
Abdullah,M,1995,97
Abdullah,M,1996,129
Abdullah,M,1997,125
Abdullah,M,1998,160
Abdullah,M,1999,203
Abdullahi,M,1996,14
Abdullahi,M,1997,13
Abdullahi,M,1998,27
Abdullahi,M,1999,25
Abdulmalik,M,1995,16
Abdulmalik,M,1998,11
Abdulmalik,M,1999,14
Abdulrahman,M,1981,11
Abdulrahman,M,1983,15
Abdulrahman,M,1984,11
Abdulrahman,M,1985,12
Abdulrahman,M,1986,13
Abdulrahman,M,1987,20
Abdulrahman,M,1988,16
Abdulrahman,M,1989,18
Abdulrahman,M,1990,24
Abdulrahman,M,1991,24
Abdulrahman,M,1992,30
Abdulrahman,M,1993,36
Abdulrahman,M,1994,23
Abdulrahman,M,1995,36
Abdulrahman,M,1996,39
Abdulrahman,M,1997,37
Abdulrahman,M,1998,52
Abdulrahman,M,1999,53
Abdulwahab,M,1998,10
Abdurahman,M,1999,10
Abdurrahim,M,1976,10
Abdurrahman,M,1995,16
Abdurrahman,M,1996,21
Abdurrahman,M,1997,17
Abdurrahman,M,1998,19
Abdurrahman,M,1999,22
Abe,M,1900,56
